image,question,answer
image104,"Infiltration of the surface epithelium by T lymphocytes , which can be recognized by whose stained nuclei labeled T ?",their
image105,Are the media of the artery seen in this specimen from an immunosuppressed patient?,no
image105,Are sheets of macrophages packed with mycobacteria seen in this specimen from an immunosuppressed patient?,yes
image106,Is one marrow trephine biopsy in aplastic anaemia contrasted against normal cellular marrow?,yes
image106,Is integration of viral genome into the host cell genome contrasted against normal cellular marrow?,no
image106,Does the biopsy show suppression of myeloid and erythroid cells and replacement of haematopoetic elements by fat in aplastic anaemia?,yes
image106,Are there scanty foci of cellular components composed chiefly of lymphoid cells?,yes
image106,Are the alveolar lumina scanty foci of cellular components composed chiefly of lymphoid cells?,no
image107,Are a few residual cardiac muscle cells evident?,no
image107,"Is characteristic immunofluorescence deposition of IgA,  principally in mesangial regions,  evident?",yes
image108,Does the intervening dermal soft tissue show bright fibres of silica?,no
image108,Does iron consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,no
image108,Does polarising microscopy in photomicrograph on right show bright fibres of silica?,yes
image108,Does the silicotic nodule consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,yes
image109,"Are the cells large, with round to convoluted nuclei having high n/c ratio and no cytoplasmic granularity?",yes
image109,"Are eticulocytes in blood large, with round to convoluted nuclei having high n/c ratio and no cytoplasmic granularity?",no
image110,Does sectioned slice of the liver show pale yellow parenchyma with rounded borders?,yes
image111,Is there chronic inflammatory granulation tissue and foreign body giant cells around the cholesterol clefts and some pink keratinous material?,yes
image111,Is the free left ventricular wall chronic inflammatory granulation tissue and foreign body giant cells around the cholesterol clefts and some pink keratinous material?,no
image112,Is the deposition composed of fine and delicate fibrous tissue?,no
image112,Do clear cells predominate in the tumour while the stroma is composed of fine and delicate fibrous tissue?,yes
image112,Do bone marrow in itp predominate in the tumour while the stroma is composed of fine and delicate fibrous tissue?,no
image112,What shows solid masses and acini of uniform-appearing tumour cells?,tumour
image112,Does the tumour show solid masses and acini of uniform-appearing tumour cells?,yes
image112,What is composed of fine and delicate fibrous tissue?,stroma
image112,Is the stroma composed of fine and delicate fibrous tissue?,yes
image112,Where do clear cells predominate in?,tumour
image112,Does the peripheral zone show solid masses and acini of uniform-appearing tumour cells?,no
image113,"What does b, Endothelial injury expose?",subendothelium
image113,"Does Endothelial injury expose subendothelium, initiating adherence of platelets and activation of coagulation system?",yes
image113,Does aemosiderin pigment in the cytoplasm of hepatocytes form fibrin strands in which are entangled some leucocytes and red cells and a tight meshwork is formed called thrombus?,no
image113,Does Activated coagulation system form fibrin strands in which are entangled some leucocytes and red cells and a tight meshwork is formed called thrombus?,yes
image113,"Is c, x-ray crystallography and infra-red spectroscopy formed called thrombus?",no
image113,Is some leucocytes and red cells and a tight meshwork formed called thrombus?,yes
image113,What is some leucocytes and red cells and a tight meshwork formed called?,thrombus
image113,Is the alveolar capillaries released which causes further aggregation of platelets following platelet release reaction?,no
image113,Is microscopy released which causes further aggregation of platelets following platelet release reaction?,no
image113,Is ADP released which causes further aggregation of platelets following platelet release reaction?,yes
image113,What is released?,adp
image113,What is released which causes further aggregation of platelets following platelet release reaction?,adp
image113,"Does chematic representation of mechanisms expose subendothelium, initiating adherence of platelets and activation of coagulation system?",no
image113,Does the myocardial muscle fibres form fibrin strands in which are entangled some leucocytes and red cells and a tight meshwork is formed called thrombus?,no
image114,Is bowing of legs a consequence of the formation of poorly mineralized bone in a child with rickets?,yes
image114,Did bile duct cells and canals of hering mineralize bone in a child with rickets?,no
image115,Are neutrophils scattered among mature hepatocytes in this histologic preparation from an infant with nonimmune hydrops fetalis?,no
image115,Are numerous islands of extramedullary hematopoiesis scattered among mature hepatocytes in this histologic preparation from an infant with nonimmune hydrops fetalis?,yes
image116,Is this Hyaline membrane disease?,yes
image116,Is this hematoxylin-eosin stain?,yes
image117,Is herpes simplex virus and varicella-zoster virus markedly narrowed?,no
image117,Is the lumen markedly narrowed?,yes
image117,Is edema thickened with the deposition of amorphous proteinaceous material hyalinized?,no
image117,Is the arteriolar wall thickened with the deposition of amorphous proteinaceous material hyalinized?,yes
image118,What shows infiltrate of small oval to spindled histiocytes with numerous interspersed multinucleate giant cells lyning in a background of fibrous tissue?,tumour
image118,Does the wall of the gallbladder show infiltrate of small oval to spindled histiocytes with numerous interspersed multinucleate giant cells lyning in a background of fibrous tissue?,no
image118,Does the tumour show infiltrate of small oval to spindled histiocytes with numerous interspersed multinucleate giant cells lyning in a background of fibrous tissue?,yes
image119,"Does the tumour cells show multiple circumscribed, firm nodular masses of variable sizes-submucosal in location having characteristic whorling?",no
image119,"Does sectioned surface of the uterus show multiple circumscribed, firm nodular masses of variable sizes-submucosal in location having characteristic whorling?",yes
image119,Does various types of epithelial cells show an intrauterine gestation sac with placenta having grey-white whorled pattern?,no
image119,Does the opened up uterine cavity show an intrauterine gestation sac with placenta having grey-white whorled pattern?,yes
image120,Does circle shown with yellow-orange line consist of haematopoietic tissue?,no
image120,Do the circle shown with red line support the marrow-containing tissue?,no
image120,Does approximately 50 % of the soft tissue of the bone consist of haematopoietic tissue?,yes
image120,Do bony trabeculae support the marrow-containing tissue?,yes
image120,Is the nucleus fatty marrow?,no
image120,Is normal bone marrow in an adult seen in a section after trephine biopsy?,yes
image120,Is left side seen in a section after trephine biopsy?,no
image121,What is the cause of reversible injury?,ischemia
image121,Is the cellular adaptation depicted here hypertrophy?,yes
image121,Is there an infarct in the brain hypertrophy?,no
image121,Does the transmural light area in the posterolateral left ventricle represent an acute myocardial infarction in the specimen showing necrosis?,yes
image121,Does reversible injury represent an acute myocardial infarction in the specimen showing necrosis?,no
image121,"How many transverse sections of myocardium were stained with triphenyltetra-zolium chloride,  an enzyme substrate that colors viable myocardium magenta?",three
